uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,collectDate,endDate,subsampleID,testedDate,testingID,batchID,individualCount,sampleCondition,testProtocolVersion,testResult,testPathogenName,remarks,testedBy,laboratoryName
"f928313c-77e7-4179-9b66-2d71aa0d8cda","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.008","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Francisella tularensis",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"39a578ce-0616-488e-80aa-11a80686aad9","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.013","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Anaplasma phagocytophilum",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"bb19917a-bff6-42f8-b87a-4197bce362f3","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.005","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia mayonii",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"d01330b8-7256-4fb2-8faa-c336189a4456","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.009","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Ehrlichia ewingii",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"34996633-7634-4cad-a6e0-817bf50eb669","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.022","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia mayonii",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"40b375b4-5d4d-41a8-904a-06a5a5a616b4","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.020","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Ehrlichia chaffeensis",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"e0a240df-1fea-4395-b0b9-e88d729e60c1","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.001","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia burgdorferi sensu lato",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"33d09eac-4b5b-415a-8792-7eca17b30e14","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.004","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Rickettsia rickettsii",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"6d236944-d8d7-4c6d-b863-156698d01ec0","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.015","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"d743c4f0-7821-467c-b12c-54266d70bf2b","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.021","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","Borrelia miyamotoi",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"3669425c-41f4-4e53-8f36-b7cd5638f510","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.009","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia miyamotoi",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"b6329c5b-58fe-4666-817f-4b0a70a43f7d","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.014","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Francisella tularensis",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"cb3766bd-3e85-415c-b110-929019221497","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.023","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ixodes pacificus",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"27079b91-5596-4cbb-b3fb-c674de323110","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.022","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Ehrlichia ewingii",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"32ff5e49-3271-415c-b99d-8d0075f77824","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.007","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Borrelia lonestari",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"c5cd628c-b0a3-4402-93e7-df121936257f","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.016","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Ehrlichia chaffeensis",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"0268b47d-6393-4dad-a160-51bb199817ca","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.001","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"26cdefac-f857-47fe-b633-d6a515ca6688","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.016","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia miyamotoi",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"9e586bb9-ad95-41ab-b8c2-971080ec1e15","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.016","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Francisella tularensis",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"951d862d-4982-488c-87c9-207b5e55340b","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.023","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf",,"Rickettsia rickettsii",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"6d59df35-1e53-45bc-83b4-ed35117d3022","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.004","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Anaplasma phagocytophilum",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"c80ce43e-f334-4fcb-ba23-07e41fc1f452","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.001","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia sp.",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"80b6e07a-c569-431b-a4d9-488187a81031","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.005","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Babesia microti",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"34408043-a73a-434f-aaa8-0db9c137a94f","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.005","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"29a8cd49-fffa-48b8-936c-cec5529b99a5","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.013","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia sp.",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"84786b17-a699-44aa-bc27-670659d76c75","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2016-05-16T15:37Z","2016-05-16T16:08Z","BLAN_005.20160516.IXOSCA.N","2017-09-08","BLAN_005.20160516.IXOSCA.N.T.010","NEON_20170831",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Babesia microti",,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
